fips,Name,Lattitude,Longitude
12027,DeSoto,27.1905809,-81.8062531
9011,New London,41.4726517,-72.1086339
39059,Guernsey,40.0566648,-81.497875
26015,Barry,42.5828109,-85.3145503
29209,Stone,36.751004,-93.4737009
51760,Richmond,37.531399,-77.4760085
37169,Stokes,36.3935056,-80.2661995
19039,Clarke,41.0291908,-93.7840961
19065,Fayette,42.8641219,-91.8403761
6041,Marin,38.0518169,-122.7459738
48381,Randall,34.962529,-101.8955472
48401,Rusk,32.1094232,-94.7563823
19181,Warren,41.3324459,-93.5687512
39161,Van Wert,40.8555203,-84.5857751
12043,Glades,26.9548102,-81.1908197
13199,Meriwether,33.0292666,-84.6670579
8023,Costilla,37.2775474,-105.4289399
48099,Coryell,31.3911774,-97.7980223
19001,Adair,41.3285283,-94.4781643
13053,Chattahoochee,32.3474454,-84.7880206
6043,Mariposa,37.5700295,-119.9128613
29089,Howard,39.143365,-92.6959255
41047,Marion,44.9008984,-122.5762602
55079,Milwaukee,43.0176601,-87.4815541
27139,Scott,44.651805,-93.5337311
39129,Pickaway,39.648947,-83.0528267
51145,Powhatan,37.5494041,-77.9128553
8014,Broomfield,39.9532103,-105.0519954
47099,Lawrence,35.2204764,-87.396546
26009,Antrim,45.0054553,-85.175639
45069,Marlboro,34.60167,-79.6794351
16009,Benewah,47.2184513,-116.6335414
17103,Lee,41.7474419,-89.2993505
31127,Nemaha,40.3852358,-95.8530563
37031,Carteret,34.8583426,-76.5358601
20149,Pottawatomie,39.3821868,-96.3371126
26075,Jackson,42.2484738,-84.4208679
48091,Comal,29.8054913,-98.260544
25019,Nantucket,41.3058778,-70.1419099
45009,Bamberg,33.2030211,-81.0531607
48007,Aransas,28.1042254,-96.977983
13019,Berrien,31.2886522,-83.2278695
18165,Vermillion,39.8540452,-87.4620713
26143,Roscommon,44.3395168,-84.6112715
37005,Alleghany,36.4893563,-81.1322988
6035,Lassen,40.7210862,-120.6299518
51610,Falls Church,38.884722,-77.1756027
12081,Manatee,27.4816825,-82.3687669
39119,Muskingum,39.9660457,-81.9435064
8015,Chaffee,38.7382234,-106.3166833
8025,Crowley,38.3061801,-103.7727363
8043,Fremont,38.4551696,-105.4249583
28109,Pearl River,30.7747929,-89.5869043
28111,Perry,31.1693073,-88.9887554
31041,Custer,41.3938927,-99.7268662
12013,Calhoun,30.3888013,-85.1979155
21117,Kenton,38.9305031,-84.5334381
19037,Chickasaw,43.0597409,-92.3172101
17037,DeKalb,41.8946125,-88.768991
19081,Hancock,43.0754105,-93.7436965
38089,Stark,46.8170312,-102.6620262
26095,Luce,46.9406018,-85.5823683
40019,Carter,34.2518484,-97.2879273
37139,Pasquotank,36.265184,-76.2606959
35055,Taos,36.5765287,-105.6379865
28011,Bolivar,33.7991391,-90.8841199
32023,Nye,37.9658636,-116.4590107
47073,Hawkins,36.4522106,-82.9313855
38011,Bowman,46.1101438,-103.5059433
42057,Fulton,39.9107505,-78.1226171
22055,Lafayette,30.2065065,-92.06417
48237,Jack,33.2321615,-98.1711758
17175,Stark,41.0969077,-89.7974111
40055,Greer,34.9338533,-99.5529675
48211,Hemphill,35.8159564,-100.2792102
16069,Nez Perce,46.3337914,-116.7609091
46129,Walworth,45.4276046,-100.0278563
6055,Napa,38.5070999,-122.3259045
40033,Cotton,34.290676,-98.3734379
29221,Washington,37.9426107,-90.8970179
36011,Cayuga,43.0085456,-76.5745866
48417,Shackelford,32.7438198,-99.3470045
48407,San Jacinto,30.5743884,-95.1631363
19061,Dubuque,42.4634808,-90.8787708
51075,Goochland,37.7188141,-77.9176263
20181,Sherman,39.3513521,-101.719859
39139,Richland,40.774159,-82.5427812
17001,Adams,39.9860525,-91.1949607
39021,Champaign,40.1327753,-83.7676037
33019,Sullivan,43.3611883,-72.2220839
17075,Iroquois,40.7488665,-87.833601
19157,Poweshiek,41.6845262,-92.5228819
39169,Wayne,40.8296612,-81.8871942
13113,Fayette,33.4127172,-84.4939407
13141,Hancock,33.2692195,-83.0004653
48259,Kendall,29.9435246,-98.7092693
36039,Greene,42.2869702,-74.1495421
51137,Orange,38.250193,-78.0096224
40089,McCurtain,34.1170728,-94.7660863
13277,Tift,31.4570027,-83.5259307
31025,Cass,40.9098778,-96.1406086
46077,Kingsbury,44.3629687,-97.499313
56009,Converse,42.9748981,-105.5059169
36043,Herkimer,43.407489,-75.011683
38047,Logan,46.469278,-99.5045846
26053,Gogebic,46.461513,-89.806863
27005,Becker,46.9376289,-95.7417568
1095,Marshall,34.3095637,-86.3216681
47173,Union,36.2841401,-83.8360878
54057,Mineral,39.4047806,-78.9566899
55003,Ashland,46.5444245,-90.6796907
17053,Ford,40.5965386,-88.2245882
38029,Emmons,46.2842552,-100.2378424
6089,Shasta,40.7605142,-122.0435556
22113,Vermilion,29.7897222,-92.2915678
5121,Randolph,36.3412985,-91.0284409
55085,Oneida,45.7161762,-89.5345333
22035,East Carroll,32.7301699,-91.2341409
22037,East Feliciana,30.8397837,-91.0434338
22087,St. Bernard,29.9181102,-89.2634941
48481,Wharton,29.2784805,-96.2296745
2198,Prince of Wales-Hyder,55.6827733,-133.1623885
2195,Petersburg,57.1124581,-133.0085979
48153,Floyd,34.0737305,-101.3032742
2275,Wrangell,56.317416,-132.343978
21151,Madison,37.7235917,-84.2769976
47009,Blount,35.6881849,-83.9229731
30031,Gallatin,45.5180536,-111.1639214
45031,Darlington,34.3321854,-79.9621155
1053,Escambia,31.1222867,-87.1684097
13143,Haralson,33.7951646,-85.2200629
20001,Allen,37.8842285,-95.3009448
17041,Douglas,39.766078,-88.2228656
51079,Greene,38.2979805,-78.4701629
66010,Guam,13.4382886,144.7729493
55137,Waushara,44.1128231,-89.2397862
5065,Izard,36.0948792,-91.9136252
6053,Monterey,36.240107,-121.3155723
35017,Grant,32.732087,-108.3815043
29131,Miller,38.2166802,-92.4298762
37193,Wilkes,36.2088833,-81.1660949
2110,Juneau,58.6435233,-134.2811673
29165,Platte,39.3786957,-94.7614717
29021,Buchanan,39.6603695,-94.8081728
1083,Limestone,34.8102387,-86.9813995
18065,Henry,39.9295911,-85.3973629
31143,Polk,41.1879253,-97.5706627
39123,Ottawa,41.5454953,-83.0126127
27107,Norman,47.3294703,-96.4638068
19165,Shelby,41.6790143,-95.3089173
24013,Carroll,39.5633008,-77.0153677
19011,Benton,42.0925474,-92.05763
21159,Martin,37.796774,-82.5066231
27025,Chisago,45.5054439,-92.9038486
21189,Owsley,37.4236144,-83.6916281
42015,Bradford,41.7914949,-76.5021237
54029,Hancock,40.5169584,-80.5701643
29051,Cole,38.5032331,-92.2800271
26021,Berrien,41.7913818,-86.7425435
42061,Huntingdon,40.4223108,-77.9685953
31045,Dawes,42.7112144,-103.1348721
51141,Patrick,36.6671385,-80.286413
26119,Montmorency,45.0241337,-84.1301067
26135,Oscoda,44.6872574,-84.1269054
35007,Colfax,36.6129638,-104.6401105
17163,St. Clair,38.4701976,-89.9285459
17189,Washington,38.3531405,-89.4171873
42009,Bedford,39.9986204,-78.4947507
5127,Scott,34.8588693,-94.0636413
20099,Labette,37.1914676,-95.2974732
42073,Lawrence,40.9927352,-80.3344455
39067,Harrison,40.2923175,-81.0915651
37003,Alexander,35.9209506,-81.1774668
34009,Cape May,39.0861425,-74.8477158
33005,Cheshire,42.9254553,-72.2482169
27089,Marshall,48.3627284,-96.357761
51101,King William,37.7082604,-77.0910539
8055,Huerfano,37.6878154,-104.9599278
48255,Karnes,28.9089957,-97.8522048
47023,Chester,35.420253,-88.6113533
17171,Scott,39.6370016,-90.4777707
49027,Millard,39.0945348,-113.5250088
49029,Morgan,41.0910273,-111.5778846
48257,Kaufman,32.5989442,-96.2883773
4011,Greenlee,33.2388723,-109.2423231
4013,Maricopa,33.3465408,-112.4955335
26129,Ogemaw,44.3332801,-84.1280728
47087,Jackson,36.3542499,-85.6741278
17159,Richland,38.7115523,-88.0856978
1009,Blount,33.9773575,-86.56644
30051,Liberty,48.5596541,-111.0369242
48131,Duval,27.6811232,-98.4973933
29173,Ralls,39.5534554,-91.5247867
48251,Johnson,32.3798207,-97.3649587
13061,Clay,31.6198309,-84.9925826
41023,Grant,44.4963261,-119.0140572
41011,Coos,43.1859095,-124.0941335
48159,Franklin,33.1758457,-95.2190662
36113,Warren,43.5551053,-73.8381388
51113,Madison,38.4120586,-78.2769614
40005,Atoka,34.3924691,-96.0365577
17129,Menard,40.0225693,-89.7941326
13015,Bartow,34.2409175,-84.8381879
12069,Lake,28.7641128,-81.7122822
40111,Okmulgee,35.646879,-95.96458
38083,Sheridan,47.5813594,-100.3309858
18049,Fulton,41.0503837,-86.265006
20091,Johnson,38.8839065,-94.8223295
24009,Calvert,38.5226111,-76.5294935
55129,Washburn,45.8924885,-91.7964217
53031,Jefferson,47.8053465,-123.5271357
72003,Aguada,18.3756809,-67.1837074
27169,Winona,43.9822682,-91.7767076
28149,Warren,32.3560946,-90.8523838
29003,Andrew,39.9888628,-94.8035511
29139,Montgomery,38.9351835,-91.465427
20021,Cherokee,37.1693922,-94.8456975
37083,Halifax,36.2514375,-77.6448423
35043,Sandoval,35.6850913,-106.8831191
21051,Clay,37.1573172,-83.7184326
42035,Clinton,41.2453009,-77.6491409
41043,Linn,44.4888982,-122.5372084
55065,Lafayette,42.6555781,-90.1302916
40147,Washington,36.7043803,-95.9061545
54077,Preston,39.4690296,-79.6688649
69100,Rota,14.1524934,145.2129037
55135,Waupaca,44.4780043,-88.9670053
48137,Edwards,29.9858774,-100.3073732
41037,Lake,42.7884009,-120.3897896
29153,Ozark,36.6495904,-92.4585492
48473,Waller,30.0135781,-95.9821022
1099,Monroe,31.5803324,-87.3832656
50009,Essex,44.7240209,-71.7327362
51111,Lunenburg,36.9460943,-78.2419852
38097,Traill,47.4462146,-97.1647538
13139,Hall,34.3175689,-83.8184997
13283,Treutlen,32.4095857,-82.5708819
13037,Calhoun,31.521279,-84.6262895
55125,Vilas,46.049848,-89.501254
27007,Beltrami,47.8795077,-95.00505
72043,Coamo,18.1037997,-66.3575862
72055,Guánica,17.9480521,-66.9229889
24019,Dorchester,38.4291957,-76.0474333
42037,Columbia,41.0455174,-76.4042599
39023,Clark,39.9170315,-83.783676
48323,Maverick,28.7297873,-100.316678
4019,Pima,32.1285226,-111.7830267
35006,Cibola,34.93205,-108.000374
34005,Burlington,39.8757858,-74.6630063
50021,Rutland,43.5808577,-73.0382023
13099,Early,31.3241906,-84.9067225
25007,Dukes,41.3809696,-70.7014995
38049,McHenry,48.2338417,-100.6332668
31179,Wayne,42.210746,-97.1262433
38045,LaMoure,46.4641952,-98.5260571
16023,Butte,43.685101,-113.1776308
33007,Coos,44.6525477,-71.2894309
38043,Kidder,46.9382725,-99.731198
48273,Kleberg,27.4387348,-97.6606203
18127,Porter,41.5099149,-87.0713128
28101,Newton,32.4019702,-89.1184115
37163,Sampson,34.9892978,-78.3711743
47127,Moore,35.2888885,-86.358684
12103,Pinellas,27.903122,-82.739518
72019,Barranquitas,18.1989552,-66.3098329
17065,Hamilton,38.085226,-88.5390048
5105,Perry,34.9463629,-92.9268773
20023,Cheyenne,39.7899166,-101.7273254
8029,Delta,38.8617559,-107.864757
19185,Wayne,40.7399827,-93.3326126
48165,Gaines,32.7439423,-102.6315614
1093,Marion,34.1382194,-87.881551
37189,Watauga,36.2353679,-81.7098877
51770,Roanoke,37.278458,-79.9581739
48317,Martin,32.3098298,-101.9618363
48037,Bowie,33.4460621,-94.4223931
49057,Weber,41.2703281,-111.8767944
29127,Marion,39.8075383,-91.6353791
36045,Jefferson,43.996389,-76.0529678
19097,Jackson,42.1642812,-90.5745965
38063,Nelson,47.9186666,-98.2044278
36019,Clinton,44.752712,-73.7056429
8045,Garfield,39.5993517,-107.9097802
29177,Ray,39.3084005,-93.9957462
39073,Hocking,39.4903424,-82.4834473
1085,Lowndes,32.147888,-86.6505859
13043,Candler,32.4039497,-82.0712656
19113,Linn,42.0779506,-91.5976735
6105,Trinity,40.6478033,-123.114476
13215,Muscogee,32.510197,-84.874946
28135,Tallahatchie,33.9545268,-90.1722451
20005,Atchison,39.5325441,-95.3133975
72081,Lares,18.2771024,-66.8696454
48003,Andrews,32.3122581,-102.6402058
39109,Miami,40.0533257,-84.2284135
48375,Potter,35.3986751,-101.893804
40133,Seminole,35.1583657,-96.6028575
45003,Aiken,33.5500134,-81.632983
60020,Manu'a,-14.2198008,-169.5076973
6045,Mendocino,39.4323876,-123.4428811
51550,Chesapeake,36.6793761,-76.3017884
69120,Tinian,14.9367835,145.601021
72153,Yauco,18.0856688,-66.8579009
56037,Sweetwater,41.6603282,-108.8756774
48169,Garza,33.183792,-101.3011341
54031,Hardy,39.0113612,-78.8417292
72001,Adjuntas,18.1816112,-66.7581652
55089,Ozaukee,43.3607524,-87.4993036
47163,Sullivan,36.5097137,-82.3012769
45059,Laurens,34.4836762,-82.0054952
56011,Crook,44.5892657,-104.5672975
55117,Sheboygan,43.7451995,-87.7321195
25013,Hampden,42.1361975,-72.6356476
48055,Caldwell,29.8323986,-97.628141
20029,Cloud,39.4873286,-97.6413898
6027,Inyo,36.561977,-117.4039269
1037,Coosa,32.9314453,-86.2434818
19059,Dickinson,43.3896107,-95.1960572
21095,Harlan,36.8592233,-83.2214968
20061,Geary,39.002156,-96.7680375
42011,Berks,40.4139565,-75.9268598
47019,Carter,36.2847441,-82.1265932
27083,Lyon,44.4091953,-95.8472678
51037,Charlotte,37.0090421,-78.6585682
47179,Washington,36.2956649,-82.4950374
45071,Newberry,34.2897302,-81.6000526
51093,Isle of Wight,36.9014184,-76.7075688
41069,Wheeler,44.7364146,-120.0268608
29023,Butler,36.7151802,-90.40313
22047,Iberville,30.2706285,-91.3658481
28125,Sharkey,32.8923946,-90.8276129
51061,Fauquier,38.7440943,-77.8214791
51750,Radford,37.1201194,-80.5591473
32005,Douglas,38.9051292,-119.6090191
12037,Franklin,29.8101756,-84.7991742
18055,Greene,39.0471466,-87.0047712
18139,Rush,39.6223572,-85.4664031
55131,Washington,43.391156,-88.2329166
29105,Laclede,37.6596879,-92.5948405
42085,Mercer,41.3000142,-80.2527863
5031,Craighead,35.8277285,-90.6314213
29195,Saline,39.1358403,-93.2041639
17193,White,38.087372,-88.1785848
17039,De Witt,40.1814993,-88.9018526
32033,White Pine,39.4182344,-114.900605
27049,Goodhue,44.4061779,-92.7160003
37173,Swain,35.5688491,-83.4656136
12101,Pasco,28.3074646,-82.4645839
12119,Sumter,28.7143099,-82.0747031
36059,Nassau,40.7296118,-73.5894144
38091,Steele,47.4510624,-97.71892
18163,Vanderburgh,38.0200703,-87.5861659
29071,Franklin,38.4083125,-91.0734098
37011,Avery,36.07209,-81.9202847
54107,Wood,39.2115749,-81.5162531
55007,Bayfield,46.6341992,-91.1772815
47161,Stewart,36.4584642,-87.8118894
55097,Portage,44.4762457,-89.4980699
45063,Lexington,33.8925892,-81.2728309
24003,Anne Arundel,38.9916189,-76.5608736
55039,Fond du Lac,43.7547219,-88.493284
54101,Webster,38.483459,-80.4490515
55061,Kewaunee,44.5010638,-87.1630621
48369,Parmer,34.5321628,-102.7848533
40151,Woods,36.7269843,-98.863649
21063,Elliott,38.115438,-83.0972089
25003,Berkshire,42.3753141,-73.2139479
29041,Chariton,39.5179685,-92.9616205
8103,Rio Blanco,39.9726223,-108.2007155
8087,Morgan,40.2631668,-103.8122783
41045,Malheur,43.1880821,-117.6040452
34023,Middlesex,40.4396214,-74.4074303
20167,Russell,38.9160397,-98.7709489
17155,Putnam,41.1989613,-89.2983474
46055,Haakon,44.2828847,-101.5954603
47111,Macon,36.5377572,-86.0009596
5023,Cleburne,35.5663146,-92.0599504
1109,Pike,31.7986508,-85.9416035
16003,Adams,44.877004,-116.4616241
25005,Bristol,41.7476243,-71.0889626
42107,Schuylkill,40.703682,-76.2177878
38103,Wells,47.5808812,-99.6822538
37045,Cleveland,35.3346302,-81.5571145
5059,Hot Spring,34.3151767,-92.9441474
24021,Frederick,39.4702139,-77.3976277
17169,Schuyler,40.1569048,-90.6134641
6051,Mono,37.9158363,-118.8751668
6109,Tuolumne,38.0214344,-119.9647335
35013,Doña Ana,32.3499198,-106.8349691
13081,Crisp,31.9151491,-83.7535313
5027,Columbia,33.2230377,-93.2328433
38039,Griggs,47.4563342,-98.2322863
6095,Solano,38.2672255,-121.939594
19043,Clayton,42.8409849,-91.3235764
48449,Titus,33.214599,-94.9667825
54027,Hampshire,39.3121395,-78.6119886
37125,Moore,35.3082717,-79.4927248
20009,Barton,38.4812394,-98.7678374
38087,Slope,46.4458338,-103.462462
22083,Richland,32.413158,-91.7483534
31071,Garfield,41.9068675,-98.951231
22099,St. Martin,30.1214329,-91.6114814
1119,Sumter,32.5974811,-88.2000571
1133,Winston,34.1546073,-87.36529
12117,Seminole,28.6900918,-81.1319894
28035,Forrest,31.1885802,-89.2594467
26065,Ingham,42.6035338,-84.3738107
20177,Shawnee,39.0418053,-95.755664
46061,Hanson,43.6806116,-97.7968454
27061,Itasca,47.4908166,-93.6111022
8073,Lincoln,38.9937401,-103.5075545
36053,Madison,42.9100255,-75.6635749
36115,Washington,43.3123766,-73.4394282
18081,Johnson,39.4959859,-86.0946003
48445,Terry,33.171229,-102.339284
35021,Harding,35.8595804,-103.851495
1121,Talladega,33.3693135,-86.1759302
55067,Langlade,45.2623798,-89.0675484
48155,Foard,33.9633063,-99.8168285
19021,Buena Vista,42.7415219,-95.1414324
19129,Mills,41.0337028,-95.619101
48385,Real,29.8300967,-99.812549
39041,Delaware,40.2789411,-83.0074622
37067,Forsyth,36.1324661,-80.2569608
32510,Carson City,39.15306,-119.7473792
19049,Dallas,41.6853206,-94.0407065
48065,Carson,35.4054961,-101.3553558
13261,Sumter,32.0421971,-84.2042571
29223,Wayne,37.1111058,-90.4538013
45007,Anderson,34.521235,-82.6386029
56007,Carbon,41.7035904,-106.9331526
30093,Silver Bow,45.8962319,-112.6600714
17177,Stephenson,42.3497262,-89.6659942
26087,Lapeer,43.0886327,-83.2243247
22027,Claiborne,32.8270432,-92.9897672
28161,Yalobusha,34.0306661,-89.7038072
72093,Maricao,18.1739559,-66.9355468
26079,Kalkaska,44.6788808,-85.0889915
72005,Aguadilla,18.4801911,-67.1437616
22039,Evangeline,30.7206932,-92.4040858
47069,Hardeman,35.2187853,-88.988697
4003,Cochise,31.8401287,-109.7751627
35023,Hidalgo,31.8980519,-108.7519293
38023,Divide,48.8147537,-103.5093256
6071,San Bernardino,34.8572198,-116.1811967
8083,Montezuma,37.3380247,-108.5957864
28023,Clarke,32.0453738,-88.6879756
19125,Marion,41.3314552,-93.093849
31055,Douglas,41.2970908,-96.1540664
51600,Fairfax,38.8531833,-77.2990252
40057,Harmon,34.745971,-99.8441936
29039,Cedar,37.7336549,-93.8500144
13059,Clarke,33.9521852,-83.3671522
16085,Valley,44.8559596,-115.6180612
48275,Knox,33.6166569,-99.7471116
5103,Ouachita,33.5911684,-92.8784131
39037,Darke,40.1315415,-84.6212484
40071,Kay,36.8148851,-97.1438616
46041,Dewey,45.148049,-100.8379534
41057,Tillamook,45.4558895,-123.7592988
13077,Coweta,33.3528965,-84.7621381
28127,Simpson,31.9025047,-89.9177086
28131,Stone,30.790184,-89.112297
6013,Contra Costa,37.919479,-121.9515431
47017,Carroll,35.9657478,-88.4523791
51087,Henrico,37.6312689,-77.6519216
18119,Owen,39.3173394,-86.8388453
36119,Westchester,41.1527698,-73.745912
29017,Bollinger,37.3183458,-90.0246043
54047,McDowell,37.3826627,-81.6582048
54033,Harrison,39.279182,-80.3864982
37077,Granville,36.299884,-78.6576338
9009,New Haven,41.3497173,-72.9002037
31139,Pierce,42.2714129,-97.6109917
13023,Bleckley,32.4354034,-83.3317174
13033,Burke,33.0601805,-82.0001638
17181,Union,37.4856444,-89.2446383
17091,Kankakee,41.1395105,-87.8611165
38051,McIntosh,46.1170337,-99.4430409
31141,Platte,41.5768655,-97.5134673
37185,Warren,36.3981051,-78.0998993
72009,Aibonito,18.1306472,-66.2639743
13197,Marion,32.3595317,-84.5295665
46027,Clay,42.9161495,-96.980468
10005,Sussex,38.6732275,-75.3370237
13159,Jasper,33.3181691,-83.6901425
29175,Randolph,39.4392486,-92.4929595
20015,Butler,37.7736487,-96.8388402
48209,Hays,30.0612247,-98.0292673
48325,Medina,29.3536614,-99.1110846
26105,Mason,43.9966363,-86.7508138
45013,Beaufort,32.358151,-80.6895375
46135,Yankton,43.006603,-97.3883614
55105,Rock,42.6698802,-89.0752844
45077,Pickens,34.8853801,-82.7233764
53013,Columbia,46.2928505,-117.9116345
18023,Clinton,40.305944,-86.4775665
17027,Clinton,38.6062953,-89.4262278
16067,Minidoka,42.8572114,-113.6398404
42113,Sullivan,41.4392848,-76.5117166
28121,Rankin,32.2671233,-89.946063
48345,Motley,34.0578993,-100.7931519
41039,Lane,43.9283286,-122.8976901
48485,Wichita,33.9911025,-98.7168508
26155,Shiawassee,42.9515446,-84.1463518
20089,Jewell,39.7770021,-98.2226184
20123,Mitchell,39.3930256,-98.2073621
12007,Bradford,29.9523863,-82.166599
28091,Marion,31.2301672,-89.821712
28039,George,30.8554305,-88.6422679
17085,Jo Daviess,42.3623905,-90.2114705
18059,Hancock,39.8225298,-85.7731618
51620,Franklin,36.6840142,-76.9413956
48329,Midland,31.8708957,-102.0243264
20171,Scott,38.4818768,-100.9063604
30013,Cascade,47.3164427,-111.350571
51660,Harrisonburg,38.4362547,-78.8733028
17199,Williamson,37.7303533,-88.9300182
30029,Flathead,48.3146779,-114.0542951
72111,Peñuelas,18.0266179,-66.7281249
20189,Stevens,37.2009692,-101.3175772
21067,Fayette,38.0406759,-84.4582738
21091,Hancock,37.8433252,-86.7927612
46013,Brown,45.5892542,-98.3521746
54001,Barbour,39.1397248,-79.9969466
47181,Wayne,35.2428473,-87.8198433
31013,Box Butte,42.2103804,-103.0817795
42097,Northumberland,40.8515244,-76.709877
48469,Victoria,28.7963699,-96.9711977
51530,Buena Vista,37.7293448,-79.3581337
26147,St. Clair,42.9288035,-82.6689135
31173,Thurston,42.1540613,-96.5339428
50015,Lamoille,44.6037037,-72.6389224
51067,Franklin,36.9911825,-79.8827148
40011,Blaine,35.877782,-98.4289343
53037,Kittitas,47.1244443,-120.6767136
18135,Randolph,40.1640793,-85.0057896
49025,Kane,37.2750892,-111.815329
54093,Tucker,39.1111751,-79.5599678
72113,Ponce,18.0017167,-66.6066625
55023,Crawford,43.24991,-90.9512302
1071,Jackson,34.764114,-85.9800556
19123,Mahaska,41.3307969,-92.6363663
20045,Douglas,38.8964168,-95.2909475
21059,Daviess,37.731671,-87.087139
21197,Powell,37.8006287,-83.8200155
29097,Jasper,37.2051967,-94.3372594
41061,Union,45.3040809,-117.9991488
13151,Henry,33.4529466,-84.1540207
38001,Adams,46.0968146,-102.5331983
37137,Pamlico,35.1475747,-76.6652684
21083,Graves,36.7233435,-88.6498974
42021,Cambria,40.5103124,-78.7104629
47107,McMinn,35.4244708,-84.6199625
26093,Livingston,42.6025316,-83.9117183
8001,Adams,39.8743252,-104.3318718
42069,Lackawanna,41.4402841,-75.6096661
40123,Pontotoc,34.7214447,-96.6919696
40037,Creek,35.9077324,-96.3797931
48457,Tyler,30.7692953,-94.3756561
47175,Van Buren,35.6992335,-85.4584092
40125,Pottawatomie,35.2113928,-96.957007
9013,Tolland,41.8580807,-72.3409779
35053,Socorro,33.9916579,-106.9391362
13003,Atkinson,31.2968056,-82.8781511
12031,Duval,30.3352449,-81.6481132
48145,Falls,31.2519298,-96.9341275
5149,Yell,34.9977133,-93.4083032
20033,Comanche,37.1814417,-99.2512929
21113,Jessamine,37.8732908,-84.5839603
21171,Monroe,36.714077,-85.713508
40075,Kiowa,34.9214893,-98.9816168
46079,Lake,44.0284497,-97.1232229
37033,Caswell,36.3942984,-79.339609
48377,Presidio,30.0058912,-104.2616192
39057,Greene,39.6874785,-83.8948943
48489,Willacy,26.4803815,-97.5832561
72021,Bayamón,18.3508664,-66.167693
35028,Los Alamos,35.8700469,-106.3079679
2122,Kenai Peninsula,60.3666677,-152.3222833
1003,Baldwin,30.6592183,-87.7460666
19007,Appanoose,40.7442964,-92.873061
78010,St. Croix,17.7352317,-64.7466437
51127,New Kent,37.510158,-76.9993262
13263,Talbot,32.7046026,-84.5300288
36049,Lewis,43.7826811,-75.4441402
54015,Clay,38.4598259,-81.0818663
18077,Jefferson,38.7836039,-85.44009
51019,Bedford,37.3122228,-79.5270799
35033,Mora,35.9828413,-104.9218975
31011,Boone,41.7039345,-98.0704764
29149,Oregon,36.6853104,-91.4018272
47083,Houston,36.2857824,-87.7055983
42131,Wyoming,41.5251726,-76.008731
37107,Lenoir,35.2400677,-77.6355095
18167,Vigo,39.4291426,-87.3903754
18039,Elkhart,41.6006928,-85.8639864
51077,Grayson,36.6522288,-81.215324
48303,Lubbock,33.6114688,-101.8199438
27093,Meeker,45.1231555,-94.527346
39005,Ashland,40.843273,-82.2701271
31119,Madison,41.9099293,-97.6068564
12085,Martin,27.0836036,-80.3982011
8079,Mineral,37.5490672,-107.003236
13085,Dawson,34.4428421,-84.1732841
13167,Johnson,32.6945842,-82.6639696
5095,Monroe,34.6795117,-91.2033099
29059,Dallas,37.6835825,-93.0338146
51143,Pittsylvania,36.8217206,-79.3985019
2068,Denali,63.6811063,-150.0265438
20145,Pawnee,38.1814768,-99.2347717
20209,Wyandotte,39.1153842,-94.7630866
12029,Dixie,29.5808994,-83.1956656
26157,Tuscola,43.4879024,-83.436618
2240,Southeast Fairbanks,63.8649972,-143.2186282
20065,Graham,39.3549716,-99.8798939
22097,St. Landry,30.5834409,-91.9892745
47055,Giles,35.2027228,-87.035319
39095,Lucas,41.6823213,-83.4689033
5093,Mississippi,35.7669437,-90.0522072
72117,Rincón,18.3405618,-67.2773016
18043,Floyd,38.3179365,-85.9114742
20129,Morton,37.1852495,-101.8095163
21081,Grant,38.6491599,-84.6259265
21217,Taylor,37.366184,-85.3278364
37075,Graham,35.3483644,-83.8309147
54045,Logan,37.8305905,-81.940853
54073,Pleasants,39.3681331,-81.1611724
51071,Giles,37.3180719,-80.698321
54019,Fayette,38.0309328,-81.0860508
53061,Snohomish,48.070464,-121.936784
35015,Eddy,32.4578347,-104.3064338
31117,McPherson,41.6484137,-101.1208507
31145,Red Willow,40.1694196,-100.4685764
31149,Rock,42.394749,-99.4208512
47085,Humphreys,36.0408218,-87.7904526
17125,Mason,40.2369926,-89.9135746
51197,Wythe,36.8998725,-81.0830053
13303,Washington,32.9718435,-82.7981123
53077,Yakima,46.4565581,-120.7401446
5143,Washington,35.9712088,-94.2184168
48213,Henderson,32.2116334,-95.8534183
55035,Eau Claire,44.7263547,-91.2864137
47153,Sequatchie,35.3723358,-85.410082
48471,Walker,30.7431631,-95.5698246
4005,Coconino,35.8296919,-111.7737277
20191,Sumner,37.2366617,-97.4933519
26127,Oceana,43.6472546,-86.8075751
27065,Kanabec,45.9477598,-93.2977883
39007,Ashtabula,41.9066369,-80.7455916
6003,Alpine,38.6217831,-119.7983522
48167,Galveston,29.2282472,-94.8955112
1011,Bullock,32.1017589,-85.7172613
17105,Livingston,40.8943761,-88.5528518
39135,Preble,39.7388104,-84.6447584
39079,Jackson,39.0134773,-82.614142
48201,Harris,29.857273,-95.3930371
25017,Middlesex,42.4817114,-71.3949166
72145,Vega Baja,18.4551279,-66.3978832
48115,Dawson,32.7419338,-101.9473224
36069,Ontario,42.8563575,-77.3034968
2261,Valdez-Cordova,61.3498403,-145.0231406
1001,Autauga,32.5322367,-86.6464395
20121,Miami,38.5667718,-94.8329626
13091,Dodge,32.1643493,-83.1678658
36023,Cortland,42.594039,-76.0762397
13039,Camden,30.9133473,-81.6420006
26161,Washtenaw,42.2523272,-83.8446336
18087,LaGrange,41.6424683,-85.4263018
